"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.789476560E0,3.902548850E-1,9.792284966E0,2.268506140E-1,9.802683557E0
8.794444372E0,4.285621047E-1,9.758766174E0,2.412158251E-1,9.771149768E0
8.799412185E0,4.572925270E-1,9.744400978E0,2.460042238E-1,9.758226527E0
8.804379997E0,4.908113480E-1,9.734824181E0,2.460042238E-1,9.750293108E0
8.809347810E0,5.243301988E-1,9.720458984E0,2.507926226E-1,9.737820185E0
8.814315622E0,5.434837937E-1,9.710882187E0,2.460042238E-1,9.729189358E0
8.819283435E0,5.626373887E-1,9.682151794E0,2.603694201E-1,9.701980027E0
8.824251247E0,5.817909837E-1,9.686940193E0,2.555810213E-1,9.707760438E0
8.829219060E0,6.009446383E-1,9.672574997E0,2.555810213E-1,9.694594534E0
8.834186872E0,5.961562395E-1,9.667786598E0,2.603694201E-1,9.689648714E0
8.839154685E0,6.057330370E-1,9.667786598E0,2.507926226E-1,9.689990050E0
8.844122497E0,6.009446383E-1,9.658209801E0,2.507926226E-1,9.680136773E0
8.849090310E0,5.961562395E-1,9.677363396E0,2.555810213E-1,9.699076565E0
8.854058122E0,5.961562395E-1,9.677363396E0,2.603694201E-1,9.699203926E0
8.859025935E0,5.722141862E-1,9.682151794E0,2.507926226E-1,9.702287843E0
8.863993747E0,5.626373887E-1,9.686940193E0,2.412158251E-1,9.706263762E0
8.868961560E0,5.386953950E-1,9.710882187E0,2.555810213E-1,9.729169915E0
8.873929372E0,5.099649429E-1,9.710882187E0,2.316390127E-1,9.727021832E0
8.878897185E0,4.812345505E-1,9.734824181E0,2.460042238E-1,9.749815721E0
8.883864997E0,4.668693244E-1,9.749189377E0,2.364274114E-1,9.763224795E0
8.888832810E0,4.237737060E-1,9.773131371E0,2.316390127E-1,9.785056851E0
8.893800622E0,3.806780577E-1,9.801861763E0,2.268506140E-1,9.811873980E0
8.898768435E0,3.471592367E-1,9.821015358E0,2.220622003E-1,9.829657869E0
8.903736247E0,3.088520169E-1,9.825803757E0,2.124854028E-1,9.832952714E0
8.908704060E0,2.561795712E-1,9.859322548E0,1.981201917E-1,9.864639917E0
8.913671872E0,2.130839527E-1,9.868899345E0,2.029085904E-1,9.873284710E0
8.918639685E0,1.699883193E-1,9.888052940E0,1.885433793E-1,9.891311116E0
8.923607497E0,1.173158810E-1,9.907206535E0,1.885433793E-1,9.909694897E0
8.928575310E0,7.900865376E-2,9.921571732E0,1.837549806E-1,9.923587753E0
8.933543122E0,3.591302410E-2,9.940725327E0,1.837549806E-1,9.942488404E0
8.938510935E0,-1.675941236E-2,9.940725327E0,1.789665818E-1,9.942350322E0
8.943478747E0,-6.464344263E-2,9.955090523E0,1.598129570E-1,9.956583062E0
8.948446560E0,-1.077390760E-1,9.955090523E0,1.550245583E-1,9.956880417E0
8.953414372E0,-1.460463107E-1,9.959878922E0,1.598129570E-1,9.962231569E0
8.958382185E0,-1.795651317E-1,9.955090523E0,1.502361596E-1,9.957843233E0
8.963349997E0,-2.130839527E-1,9.969455719E0,1.454477459E-1,9.972793347E0
8.968317810E0,-2.513911724E-1,9.974244118E0,1.406593472E-1,9.978403093E0
8.973285622E0,-2.849099934E-1,9.964667320E0,1.358709484E-1,9.969665462E0
8.978253435E0,-2.992752194E-1,9.969455719E0,1.406593472E-1,9.974938498E0
8.983221247E0,-3.280056417E-1,9.988609314E0,1.310825497E-1,9.994852994E0
8.988189060E0,-3.471592367E-1,9.979032516E0,1.310825497E-1,9.985929708E0
8.993156872E0,-3.615244627E-1,9.979032516E0,1.215057373E-1,9.986318318E0
8.998124685E0,-3.806780577E-1,9.988609314E0,1.310825497E-1,9.996720184E0
9.003092497E0,-3.806780577E-1,9.979032516E0,1.262941360E-1,9.987089464E0
9.008060310E0,-3.902548850E-1,9.974244118E0,1.215057373E-1,9.982615301E0
9.013028122E0,-3.806780577E-1,9.979032516E0,1.310825497E-1,9.987151165E0
9.017995935E0,-3.806780577E-1,9.969455719E0,1.310825497E-1,9.977582160E0
9.022963747E0,-3.711012602E-1,9.964667320E0,1.215057373E-1,9.972315408E0
9.027931560E0,-3.615244627E-1,9.974244118E0,1.310825497E-1,9.981654587E0
9.032899320E0,-3.375824392E-1,9.964667320E0,1.358709484E-1,9.971309724E0
9.037867081E0,-3.232172430E-1,9.950302124E0,1.262941360E-1,9.956351337E0
9.042834841E0,-2.896983922E-1,9.945513725E0,1.310825497E-1,9.950595512E0
9.047802602E0,-2.657563984E-1,9.940725327E0,1.406593472E-1,9.945271818E0
9.052770362E0,-2.418143749E-1,9.940725327E0,1.358709484E-1,9.944594266E0
9.057738122E0,-1.939303428E-1,9.931148529E0,1.454477459E-1,9.934106660E0
9.062705883E0,-1.604115069E-1,9.911994934E0,1.358709484E-1,9.914223940E0
9.067673643E0,-1.221042871E-1,9.888052940E0,1.550245583E-1,9.890021892E0
9.072641404E0,-7.422025502E-2,9.883264542E0,1.550245583E-1,9.884758938E0
9.077609164E0,-3.112462163E-2,9.868899345E0,1.550245583E-1,9.870165938E0
9.082576924E0,1.675941236E-2,9.864110947E0,1.550245583E-1,9.865343292E0
9.087544685E0,6.943184882E-2,9.849745750E0,1.646013707E-1,9.851365679E0
9.092512445E0,8.858546615E-2,9.825803757E0,1.598129570E-1,9.827502584E0
9.097480206E0,1.556231081E-1,9.816226959E0,1.646013707E-1,9.818840251E0
9.102447966E0,2.035071403E-1,9.797073364E0,1.741781682E-1,9.800734651E0
9.107415727E0,2.513911724E-1,9.782708168E0,1.693897694E-1,9.787403615E0
9.112383487E0,2.992752194E-1,9.758766174E0,1.741781682E-1,9.764907626E0
9.117351247E0,3.375824392E-1,9.739612579E0,1.741781682E-1,9.747017653E0
9.122319008E0,3.854664862E-1,9.720458984E0,1.789665818E-1,9.729744926E0
9.127286768E0,4.333505034E-1,9.696516991E0,1.741781682E-1,9.707758363E0
9.132254529E0,4.668693244E-1,9.686940193E0,1.741781682E-1,9.699748208E0
9.137222289E0,4.955997467E-1,9.667786598E0,1.837549806E-1,9.682225091E0
9.142190049E0,5.339069963E-1,9.643844604E0,1.789665818E-1,9.660270414E0
9.147157810E0,5.578489900E-1,9.624691010E0,1.837549806E-1,9.642595004E0
9.152125570E0,5.913678408E-1,9.619902611E0,1.885433793E-1,9.639906160E0
9.157093331E0,6.105214357E-1,9.595960617E0,1.885433793E-1,9.617210884E0
9.162061091E0,6.296750307E-1,9.581595421E0,1.693897694E-1,9.603757304E0
9.167028852E0,6.440402865E-1,9.572018623E0,1.789665818E-1,9.595329982E0
9.171996612E0,6.488286853E-1,9.562441826E0,1.789665818E-1,9.586099383E0
9.176964424E0,6.631938815E-1,9.557653427E0,1.789665818E-1,9.582306309E0
9.181932237E0,6.679822803E-1,9.548076630E0,1.837549806E-1,9.573177819E0
9.186900049E0,6.631938815E-1,9.548076630E0,1.789665818E-1,9.572754175E0
9.191867862E0,6.584054828E-1,9.548076630E0,1.741781682E-1,9.572335302E0
9.196835674E0,6.536170840E-1,9.548076630E0,1.741781682E-1,9.572007138E0
9.201803487E0,6.248866320E-1,9.557653427E0,1.646013707E-1,9.579473678E0
9.206771299E0,6.153098345E-1,9.557653427E0,1.693897694E-1,9.578937212E0
9.211739112E0,5.961562395E-1,9.576807022E0,1.693897694E-1,9.596839474E0
9.216706924E0,5.626373887E-1,9.591172218E0,1.693897694E-1,9.609153878E0
9.221674737E0,5.434837937E-1,9.595960617E0,1.646013707E-1,9.612748224E0
9.226642549E0,4.955997467E-1,9.610325813E0,1.598129570E-1,9.624423179E0
9.231610362E0,4.716577232E-1,9.634267807E0,1.598129570E-1,9.647130007E0
9.236578174E0,4.285621047E-1,9.662998199E0,1.598129570E-1,9.673817233E0
9.241545987E0,3.950432837E-1,9.677363396E0,1.550245583E-1,9.686663724E0
9.246513799E0,3.471592367E-1,9.696516991E0,1.502361596E-1,9.703892631E0
9.251481612E0,3.088520169E-1,9.715670586E0,1.550245583E-1,9.721814497E0
9.256449424E0,2.657563984E-1,9.734824181E0,1.502361596E-1,9.739609807E0
9.261417237E0,2.178723514E-1,9.749189377E0,1.598129570E-1,9.752932997E0
9.266385049E0,1.747767180E-1,9.763554573E0,1.454477459E-1,9.766201915E0
9.271352862E0,1.268926859E-1,9.782708168E0,1.502361596E-1,9.784684551E0
9.276320674E0,7.900865376E-2,9.792284966E0,1.502361596E-1,9.793756078E0
9.281288487E0,3.112462163E-2,9.797073364E0,1.502361596E-1,9.798274652E0
9.286256299E0,-7.182605099E-3,9.811438560E0,1.406593472E-1,9.812449402E0
9.291224112E0,-5.506663769E-2,9.830592155E0,1.406593472E-1,9.831752617E0
9.296191924E0,-9.337386489E-2,9.830592155E0,1.550245583E-1,9.832257799E0
9.301159737E0,-1.316810995E-1,9.835380554E0,1.406593472E-1,9.837267690E0
9.306127549E0,-1.699883193E-1,9.844957352E0,1.502361596E-1,9.847570878E0
9.311095362E0,-1.987187415E-1,9.844957352E0,1.502361596E-1,9.848108717E0
9.316063174E0,-2.274491638E-1,9.840168953E0,1.454477459E-1,9.843871860E0
9.321030987E0,-2.609679997E-1,9.840168953E0,1.406593472E-1,9.844633786E0
9.325998799E0,-2.801215947E-1,9.854534149E0,1.454477459E-1,9.859587540E0
9.330966612E0,-2.992752194E-1,9.859322548E0,1.406593472E-1,9.864866538E0
9.335934424E0,-3.184288144E-1,9.859322548E0,1.454477459E-1,9.865535620E0
9.340902237E0,-3.232172430E-1,9.859322548E0,1.454477459E-1,9.865691336E0
9.345870049E0,-3.423708379E-1,9.854534149E0,1.454477459E-1,9.861552420E0
9.350837862E0,-3.375824392E-1,9.859322548E0,1.358709484E-1,9.866035877E0
9.355805674E0,-3.423708379E-1,9.864110947E0,1.262941360E-1,9.870858765E0
9.360773487E0,-3.375824392E-1,9.864110947E0,1.358709484E-1,9.870821019E0
9.365741299E0,-3.232172430E-1,9.864110947E0,1.502361596E-1,9.870548367E0
9.370709112E0,-3.280056417E-1,9.868899345E0,1.406593472E-1,9.875350477E0
9.375676924E0,-2.992752194E-1,9.854534149E0,1.502361596E-1,9.860222100E0
9.380644737E0,-2.801215947E-1,9.859322548E0,1.406593472E-1,9.864304044E0
9.385612549E0,-2.609679997E-1,9.864110947E0,1.406593472E-1,9.868564947E0
9.390580362E0,-2.274491638E-1,9.849745750E0,1.406593472E-1,9.853375539E0
9.395548174E0,-2.035071403E-1,9.854534149E0,1.502361596E-1,9.857780143E0
9.400515987E0,-1.699883193E-1,9.844957352E0,1.358709484E-1,9.847362195E0
9.405483799E0,-1.364694983E-1,9.840168953E0,1.454477459E-1,9.842190000E0
9.410451612E0,-9.337386489E-2,9.830592155E0,1.406593472E-1,9.832041795E0
9.415419424E0,-5.506663769E-2,9.816226959E0,1.502361596E-1,9.817531001E0
9.420387237E0,-1.675941236E-2,9.811438560E0,1.502361596E-1,9.812603039E0
9.425355049E0,3.591302410E-2,9.797073364E0,1.550245583E-1,9.798365622E0
9.430322862E0,7.900865376E-2,9.792284966E0,1.454477459E-1,9.793683794E0
9.435290674E0,1.316810995E-1,9.777919769E0,1.454477459E-1,9.779888035E0
9.440258487E0,1.699883193E-1,9.758766174E0,1.502361596E-1,9.761402777E0
9.445226299E0,2.130839527E-1,9.749189377E0,1.550245583E-1,9.752749914E0
9.450194112E0,2.657563984E-1,9.739612579E0,1.454477459E-1,9.744323204E0
9.455161924E0,2.992752194E-1,9.725247383E0,1.454477459E-1,9.730938154E0
9.460129737E0,3.567360640E-1,9.710882187E0,1.550245583E-1,9.718668946E0
9.465097549E0,3.854664862E-1,9.682151794E0,1.550245583E-1,9.691061882E0
9.470065362E0,4.189853072E-1,9.667786598E0,1.454477459E-1,9.677954404E0
9.475033174E0,4.668693244E-1,9.658209801E0,1.502361596E-1,9.670654291E0
9.480000987E0,5.051765442E-1,9.653421402E0,1.502361596E-1,9.667798043E0
9.484968799E0,5.386953950E-1,9.624691010E0,1.598129570E-1,9.641079293E0
9.489936612E0,5.626373887E-1,9.605537415E0,1.550245583E-1,9.623250099E0
9.494904424E0,5.913678408E-1,9.605537415E0,1.598129570E-1,9.625050916E0
9.499872237E0,6.153098345E-1,9.595960617E0,1.550245583E-1,9.616917332E0
9.504840049E0,6.296750307E-1,9.591172218E0,1.598129570E-1,9.613148046E0
9.509807862E0,6.440402865E-1,9.591172218E0,1.741781682E-1,9.614349195E0
9.514775674E0,6.488286853E-1,9.572018623E0,1.598129570E-1,9.595314449E0
9.519743487E0,6.536170840E-1,9.572018623E0,1.598129570E-1,9.595639426E0
9.524711299E0,6.584054828E-1,9.567230225E0,1.550245583E-1,9.591111748E0
9.529679112E0,6.631938815E-1,9.562441826E0,1.550245583E-1,9.586665344E0
9.534646924E0,6.440402865E-1,9.567230225E0,1.550245583E-1,9.590136322E0
9.539614737E0,6.392518282E-1,9.581595421E0,1.550245583E-1,9.604147350E0
9.544582549E0,6.248866320E-1,9.581595421E0,1.646013707E-1,9.603361272E0
9.549550362E0,6.057330370E-1,9.600749016E0,1.598129570E-1,9.621165956E0
9.554518174E0,5.913678408E-1,9.595960617E0,1.598129570E-1,9.615493553E0
9.559485987E0,5.626373887E-1,9.634267807E0,1.550245583E-1,9.651927767E0
9.564453799E0,5.291185975E-1,9.639056206E0,1.598129570E-1,9.654890533E0
9.569421612E0,4.908113480E-1,9.648633003E0,1.693897694E-1,9.662593208E0
9.574389424E0,4.716577232E-1,9.662998199E0,1.598129570E-1,9.675822208E0
9.579357237E0,4.285621047E-1,9.696516991E0,1.598129570E-1,9.707298667E0
9.584325049E0,3.806780577E-1,9.725247383E0,1.550245583E-1,9.733929580E0
9.589292862E0,3.327940404E-1,9.734824181E0,1.646013707E-1,9.741901627E0
9.594260674E0,2.944868207E-1,9.763554573E0,1.646013707E-1,9.769381454E0
9.599228487E0,2.466027737E-1,9.777919769E0,1.550245583E-1,9.782257437E0
9.604196299E0,2.035071403E-1,9.806650162E0,1.454477459E-1,9.809839835E0
9.609164112E0,1.508347094E-1,9.821015358E0,1.598129570E-1,9.823473619E0
9.614131924E0,1.077390760E-1,9.835380554E0,1.646013707E-1,9.837347812E0
9.619099737E0,5.985504389E-2,9.854534149E0,1.598129570E-1,9.856011673E0
9.624067549E0,1.197100803E-2,9.873687744E0,1.598129570E-1,9.874988261E0
9.629035362E0,-3.112462163E-2,9.892841339E0,1.646013707E-1,9.894259554E0
9.634003174E0,-7.422025502E-2,9.897629738E0,1.693897694E-1,9.899357351E0
9.638970987E0,-1.173158810E-1,9.916783333E0,1.502361596E-1,9.918615104E0
9.643938799E0,-1.508347094E-1,9.916783333E0,1.598129570E-1,9.919217860E0
9.648906612E0,-1.939303428E-1,9.921571732E0,1.598129570E-1,9.924753638E0
9.653874424E0,-2.226607651E-1,9.945513725E0,1.502361596E-1,9.949140263E0
9.658842237E0,-2.705447972E-1,9.945513725E0,1.502361596E-1,9.950327062E0
9.663810049E0,-2.849099934E-1,9.955090523E0,1.502361596E-1,9.960299791E0
9.668777862E0,-3.136404157E-1,9.950302124E0,1.502361596E-1,9.956377533E0
9.673745674E0,-3.375824392E-1,9.964667320E0,1.406593472E-1,9.971376122E0
9.678713487E0,-3.519476354E-1,9.959878922E0,1.550245583E-1,9.967300933E0
9.683681299E0,-3.615244627E-1,9.969455719E0,1.550245583E-1,9.977213032E0
9.688649112E0,-3.758896589E-1,9.974244118E0,1.550245583E-1,9.982528305E0
9.693616924E0,-3.758896589E-1,9.979032516E0,1.598129570E-1,9.987388206E0
9.698584737E0,-3.758896589E-1,9.974244118E0,1.502361596E-1,9.982455092E0
9.703552549E0,-3.806780577E-1,9.983820915E0,1.550245583E-1,9.992278442E0
9.708520362E0,-3.711012602E-1,9.983820915E0,1.502361596E-1,9.991845031E0
9.713488174E0,-3.663128614E-1,9.988609314E0,1.502361596E-1,9.996452973E0
9.718455987E0,-3.471592367E-1,9.983820915E0,1.598129570E-1,9.991133058E0
9.723423799E0,-3.184288144E-1,9.988609314E0,1.502361596E-1,9.994812847E0
9.728391612E0,-3.040636182E-1,9.988609314E0,1.598129570E-1,9.994514040E0
9.733359424E0,-2.801215947E-1,9.983820915E0,1.598129570E-1,9.989028399E0
9.738327237E0,-2.513911724E-1,9.974244118E0,1.646013707E-1,9.978769306E0
9.743295049E0,-2.178723514E-1,9.974244118E0,1.598129570E-1,9.977903300E0
9.748262862E0,-1.843535304E-1,9.969455719E0,1.502361596E-1,9.972291836E0
9.753230674E0,-1.316810995E-1,9.969455719E0,1.598129570E-1,9.971606061E0
9.758198487E0,-9.816227108E-2,9.950302124E0,1.646013707E-1,9.952147597E0
9.763166299E0,-4.548983276E-2,9.940725327E0,1.550245583E-1,9.942038119E0
9.768134112E0,-2.633621916E-2,9.931148529E0,1.741781682E-1,9.932710745E0
9.773101924E0,3.591302410E-2,9.921571732E0,1.741781682E-1,9.923165493E0
9.778069737E0,7.900865376E-2,9.911994934E0,1.646013707E-1,9.913676389E0
9.783037549E0,1.173158810E-1,9.897629738E0,1.646013707E-1,9.899693483E0
9.788005362E0,1.604115069E-1,9.888052940E0,1.693897694E-1,9.890804603E0
9.792973174E0,1.987187415E-1,9.864110947E0,1.741781682E-1,9.867649768E0
9.797940987E0,2.466027737E-1,9.864110947E0,1.646013707E-1,9.868565818E0
9.802908799E0,2.849099934E-1,9.849745750E0,1.741781682E-1,9.855404765E0
9.807876612E0,3.327940404E-1,9.821015358E0,1.741781682E-1,9.828195794E0
9.812844424E0,3.758896589E-1,9.797073364E0,1.789665818E-1,9.805914979E0
9.817812237E0,4.237737060E-1,9.777919769E0,1.789665818E-1,9.788734760E0
9.822780049E0,4.525041282E-1,9.773131371E0,1.837549806E-1,9.785326906E0
9.827747862E0,4.812345505E-1,9.758766174E0,1.837549806E-1,9.772352318E0
9.832715674E0,5.099649429E-1,9.734824181E0,1.693897694E-1,9.749644043E0
9.837683487E0,5.243301988E-1,9.725247383E0,1.885433793E-1,9.741196406E0
9.842651299E0,5.530605912E-1,9.696516991E0,1.837549806E-1,9.714014806E0
9.847619112E0,5.674257874E-1,9.710882187E0,1.885433793E-1,9.729273019E0
9.852586924E0,5.722141862E-1,9.696516991E0,1.933317930E-1,9.715309980E0
9.857554737E0,5.865794420E-1,9.691728592E0,1.933317930E-1,9.711387940E0
9.862522549E0,5.913678408E-1,9.682151794E0,1.933317930E-1,9.702121236E0
9.867490362E0,5.913678408E-1,9.682151794E0,1.933317930E-1,9.702121236E0
9.872458174E0,5.817909837E-1,9.677363396E0,1.933317930E-1,9.696763389E0
9.877425987E0,5.770025849E-1,9.677363396E0,1.981201917E-1,9.696573925E0
9.882393799E0,5.674257874E-1,9.677363396E0,1.981201917E-1,9.696008763E0
9.887361612E0,5.482721925E-1,9.691728592E0,1.981201917E-1,9.709245960E0
9.892329424E0,5.291185975E-1,9.691728592E0,1.933317930E-1,9.708086669E0
9.897297237E0,5.147533417E-1,9.706093788E0,1.837549806E-1,9.721470749E0
9.902265049E0,4.716577232E-1,9.720458984E0,1.933317930E-1,9.733815339E0
9.907232862E0,4.525041282E-1,9.734824181E0,1.885433793E-1,9.747159095E0
9.912200674E0,4.189853072E-1,9.749189377E0,1.885433793E-1,9.760009775E0
9.917168487E0,3.854664862E-1,9.777919769E0,1.837549806E-1,9.787239923E0
9.922136299E0,3.423708379E-1,9.782708168E0,1.885433793E-1,9.790513035E0
9.927104112E0,2.944868207E-1,9.797073364E0,1.646013707E-1,9.802880322E0
9.932071924E0,2.609679997E-1,9.821015358E0,1.789665818E-1,9.826111947E0
9.937039737E0,2.178723514E-1,9.830592155E0,1.789665818E-1,9.834634692E0
9.942007549E0,1.699883193E-1,9.854534149E0,1.598129570E-1,9.857295750E0
9.946975362E0,1.221042871E-1,9.873687744E0,1.693897694E-1,9.875895505E0
9.951943174E0,7.422025502E-2,9.878476143E0,1.598129570E-1,9.880047557E0
9.956910987E0,2.154781483E-2,9.907206535E0,1.598129570E-1,9.908518851E0
9.961878799E0,-2.154781483E-2,9.916783333E0,1.598129570E-1,9.918094381E0
9.966846612E0,-6.464344263E-2,9.921571732E0,1.454477459E-1,9.922848353E0
9.971814424E0,-1.173158810E-1,9.940725327E0,1.406593472E-1,9.942412589E0
9.976782237E0,-1.508347094E-1,9.945513725E0,1.358709484E-1,9.947585400E0
9.981750049E0,-1.891419291E-1,9.959878922E0,1.310825497E-1,9.962537098E0
9.986717862E0,-2.370259613E-1,9.959878922E0,1.310825497E-1,9.963561214E0
9.991685674E0,-2.753331959E-1,9.974244118E0,1.262941360E-1,9.978842834E0
9.996653487E0,-3.040636182E-1,9.964667320E0,1.119289324E-1,9.969933679E0
1.000162130E1,-3.375824392E-1,9.979032516E0,1.262941360E-1,9.985539649E0
1.000658911E1,-3.615244627E-1,9.969455719E0,1.119289324E-1,9.976636475E0
1.001155692E1,-3.806780577E-1,9.979032516E0,1.119289324E-1,9.986918135E0
1.001652474E1,-4.046200812E-1,9.969455719E0,1.119289324E-1,9.978291078E0
1.002149255E1,-4.189853072E-1,9.974244118E0,1.119289324E-1,9.983667788E0
1.002646036E1,-4.333505034E-1,9.969455719E0,1.167173311E-1,9.979552241E0
1.003142817E1,-4.429273009E-1,9.979032516E0,9.756372124E-2,9.989333974E0
1.003639599E1,-4.429273009E-1,9.969455719E0,1.071405262E-1,9.979865281E0
1.004136380E1,-4.477157295E-1,9.964667320E0,1.023521200E-1,9.975245367E0
1.004633161E1,-4.333505034E-1,9.964667320E0,1.119289324E-1,9.974713808E0
1.005129942E1,-4.381389022E-1,9.979032516E0,1.119289324E-1,9.989273434E0
1.005626724E1,-4.189853072E-1,9.959878922E0,1.119289324E-1,9.969316170E0
1.006123505E1,-3.950432837E-1,9.964667320E0,1.023521200E-1,9.973020102E0
1.006620286E1,-3.806780577E-1,9.955090523E0,1.119289324E-1,9.962995091E0
1.007117067E1,-3.519476354E-1,9.950302124E0,1.119289324E-1,9.957153588E0
1.007613849E1,-3.280056417E-1,9.950302124E0,1.215057373E-1,9.956448348E0
1.008110630E1,-3.088520169E-1,9.940725327E0,1.167173311E-1,9.946206941E0
1.008607411E1,-2.705447972E-1,9.926360130E0,1.262941360E-1,9.930849416E0
1.009104192E1,-2.322375625E-1,9.931148529E0,1.215057373E-1,9.934606637E0
1.009600974E1,-1.987187415E-1,9.916783333E0,1.262941360E-1,9.919578167E0
1.010097755E1,-1.556231081E-1,9.902418137E0,1.454477459E-1,9.904708908E0
1.010594536E1,-1.125274822E-1,9.892841339E0,1.310825497E-1,9.894349642E0
1.011091317E1,-6.943184882E-2,9.883264542E0,1.502361596E-1,9.884650205E0
1.011588099E1,-2.633621916E-2,9.873687744E0,1.454477459E-1,9.874794090E0
1.012084880E1,1.675941236E-2,9.849745750E0,1.646013707E-1,9.851135256E0
1.012581661E1,6.464344263E-2,9.835380554E0,1.598129570E-1,9.836891257E0
1.013078442E1,9.816227108E-2,9.816226959E0,1.646013707E-1,9.818097634E0
1.013575224E1,1.508347094E-1,9.806650162E0,1.646013707E-1,9.809191206E0
1.014072005E1,1.939303428E-1,9.777919769E0,1.837549806E-1,9.781568887E0
1.014568786E1,2.322375625E-1,9.753977776E0,1.933317930E-1,9.758657383E0
1.015065567E1,2.753331959E-1,9.753977776E0,1.981201917E-1,9.759874099E0
1.015562349E1,3.040636182E-1,9.725247383E0,2.029085904E-1,9.732115045E0
1.016059130E1,3.471592367E-1,9.710882187E0,2.029085904E-1,9.719203891E0
1.016555911E1,3.806780577E-1,9.701305389E0,2.076970041E-1,9.710992745E0
1.017052692E1,4.141969085E-1,9.682151794E0,2.172738016E-1,9.693442647E0
1.017549474E1,4.429273009E-1,9.658209801E0,2.172738016E-1,9.670801883E0
1.018046255E1,4.668693244E-1,9.648633003E0,2.268506140E-1,9.662584903E0
1.018543036E1,4.860229492E-1,9.639056206E0,2.268506140E-1,9.653967270E0
1.019039817E1,5.051765442E-1,9.619902611E0,2.316390127E-1,9.635942414E0
1.019536599E1,5.099649429E-1,9.615114212E0,2.316390127E-1,9.631414340E0
1.020033380E1,5.195417404E-1,9.600749016E0,2.364274114E-1,9.617702595E0
1.020530161E1,5.243301988E-1,9.595960617E0,2.316390127E-1,9.613066054E0
1.021026942E1,5.291185975E-1,9.595960617E0,2.412158251E-1,9.613563945E0
1.021523724E1,5.195417404E-1,9.595960617E0,2.460042238E-1,9.613162948E0
1.022020505E1,5.051765442E-1,9.591172218E0,2.316390127E-1,9.607259989E0
1.022517286E1,5.051765442E-1,9.600749016E0,2.364274114E-1,9.616937294E0
1.023014067E1,4.908113480E-1,9.600749016E0,2.316390127E-1,9.616076855E0
1.023510849E1,4.668693244E-1,9.610325813E0,2.460042238E-1,9.624803753E0
1.024007630E1,4.381389022E-1,9.624691010E0,2.364274114E-1,9.637558853E0
1.024504411E1,4.189853072E-1,9.639056206E0,2.316390127E-1,9.650938289E0
1.025001192E1,3.950432837E-1,9.653421402E0,2.220622003E-1,9.664052751E0
1.025497974E1,3.615244627E-1,9.662998199E0,2.172738016E-1,9.672199442E0
1.025994755E1,3.232172430E-1,9.686940193E0,2.076970041E-1,9.694556088E0
1.026491536E1,2.849099934E-1,9.701305389E0,2.124854028E-1,9.707813864E0
1.026988317E1,2.513911724E-1,9.715670586E0,1.933317930E-1,9.720845109E0
1.027485099E1,2.082955539E-1,9.725247383E0,2.029085904E-1,9.729593804E0
1.027981880E1,1.556231081E-1,9.758766174E0,1.981201917E-1,9.762017589E0
1.028478661E1,1.268926859E-1,9.782708168E0,1.933317930E-1,9.785441126E0
1.028975442E1,8.379705995E-2,9.792284966E0,1.693897694E-1,9.794108417E0
1.029472224E1,2.633621916E-2,9.806650162E0,1.646013707E-1,9.808066813E0
1.029969005E1,-7.182605099E-3,9.806650162E0,1.598129570E-1,9.807954892E0
1.030465786E1,-5.985504389E-2,9.821015358E0,1.502361596E-1,9.822346776E0
1.030962567E1,-9.816227108E-2,9.840168953E0,1.310825497E-1,9.841531562E0
1.031459349E1,-1.412578970E-1,9.844957352E0,1.262941360E-1,9.846780655E0
1.031956130E1,-1.795651317E-1,9.849745750E0,1.167173311E-1,9.852073788E0
1.032452911E1,-2.082955539E-1,9.864110947E0,1.119289324E-1,9.866944810E0
1.032949692E1,-2.561795712E-1,9.864110947E0,9.277531505E-2,9.867873124E0
1.033446474E1,-2.944868207E-1,9.883264542E0,9.756372124E-2,9.888132239E0
1.033943255E1,-3.184288144E-1,9.878476143E0,8.798690885E-2,9.883998660E0
1.034440036E1,-3.423708379E-1,9.873687744E0,8.798690885E-2,9.880013621E0
1.034936817E1,-3.615244627E-1,9.888052940E0,6.404489279E-2,9.894866984E0
1.035433599E1,-3.902548850E-1,9.888052940E0,6.883329898E-2,9.895990494E0
1.035930380E1,-4.141969085E-1,9.897629738E0,5.925649032E-2,9.906469847E0
1.036427161E1,-4.237737060E-1,9.892841339E0,4.967968538E-2,9.902038274E0
1.036923942E1,-4.381389022E-1,9.892841339E0,5.925649032E-2,9.902716132E0
1.037420724E1,-4.525041282E-1,9.907206535E0,5.446808785E-2,9.917684613E0
1.037917505E1,-4.429273009E-1,9.907206535E0,6.404489279E-2,9.917309498E0
1.038414286E1,-4.429273009E-1,9.892841339E0,5.446808785E-2,9.902901652E0
1.038911067E1,-4.429273009E-1,9.897629738E0,5.446808785E-2,9.907685188E0
1.039407849E1,-4.333505034E-1,9.907206535E0,5.446808785E-2,9.916829169E0
1.039904630E1,-4.189853072E-1,9.897629738E0,6.883329898E-2,9.906733121E0
1.040401411E1,-4.046200812E-1,9.888052940E0,6.883329898E-2,9.896567404E0
1.040898192E1,-3.950432837E-1,9.888052940E0,6.404489279E-2,9.896148336E0
1.041394974E1,-3.663128614E-1,9.888052940E0,8.319851011E-2,9.895185600E0
